SITE_ID,Visual Check,SITE_TYPE,FACILITY_SITE_NUMBER,SITE_NAME,REGION_NAME,STATE,COUNTY,CITY,SRP_LATITUDE,SRP_LONGITUDE,SRP_ELEVATION,SRPELEVATIONMETHOD,BOUNDARYARTCCID,BOUNDARYARTCCCOMPUTERID,BOUNDARYARTCCNAME,TIEINFSSID,TIEINFSSNAME,ATCT,MAGNETICVARIATION,MAGNETICVARIATIONYEAR,TRAFFICPATTERNALTITUDE,MILITARYJOINTUSE,BEACONSCHEDULE,UNICOMFREQUENCIES,CTAFFREQUENCY,SEGMENTEDCIRCLE,BEACONCOLOR,WINDINDICATOR,ICAOIDENTIFIER,ARFF_CERT_CLASS_CODE,CERT_139_TYPE,AIR_CARRIER_SCHEDULED_SERVICE,ARFF_CERT_MONTH,LANDING_FACILITY_SITE_NUMBER,RUNWAY_STATE_POST_OFFICE_CODE,RUNWAY_ID,PHYSICAL_RUNWAY_LENGTH,PHYSICAL_RUNWAY_WIDTH,RUNWAY_SURFACE_TYPE_CONDITION,Runway Surface,RUNWAY_SURFACE_TREATMENT,PCN,RUNWAY_LIGHTS_EDGE_INTENSITY,BASE_END_IDENTIFIER,RUNWAY_END_TRUE_ALIGNMENT,ILS_TYPE,RIGHT_HAND_TRAFFIC_PATTERN,RUNWAY_MARKINGS_TYPE,RUNWAY_MARKINGS_CONDITION,LATITUDE_RUNWAY_END,LONGITUDE_RUNWAY_END,ELEVATION_RUNWAY_END,THRESHOLD_CROSSING_HEIGHT,VISUAL_GLIDE_PATH_ANGLE,LATITUDE_DISPLACED_THRESHOLD,LONGITUDE_DISPLACED_THRESHLD,ELEVATION_DISPLACED_THRESHOLD,DISPLACED_THRESHOLD,ELEVATION_AT_TOUCHDOWN_ZONE,VISUAL_GLIDE_SLOPE_INDICATORS,RUNWAY_VISUAL_RANGE_EQUIPMENT,RUNWAY_VISIBLE_VALUE_EQUIPMENT,APPROACH_LIGHT_SYSTEM,REIL_AVAILABILITY,RUNWAY_CENTERLINE_LIGHTS_AVAIL,RUNWAY_END_TOUCHDOWN_LIGHTS_AV,CONTROLLING_OBJECT_DESCRIPTION,CONTROLLING_OBJECT_MARKED,OBJECTS_AFFECTING_NAVIGABLE_AS,CONTROLLING_OBJECT_CLEARANCE_S,HEIGHT_ABOVE_RUNWAY,DISTANCE_FROM_RUNWAY_END,CENTERLINE_OFFSET,RECIPROCAL_END_IDENTIFIER,REC_RUNWAY_END_TRUE_ALIGNMENT,REC_ILS_TYPE,RH_TRAFFIC_PATTERN_LANDING_AIR,REC_RUNWAY_MARKINGS_TYPE,REC_RUNWAY_MARKINGS_CONDITION,REC_LATITUDE_PHY_RUNWAY_END,REC_LONGITDE_PHY_RUNWAY_END,REC_ELEVATION_PHY_RUNWAY_END,REC_THRESHOLD_CROSSING_HEIGHT,REC_VISUAL_GLIDE_PATH_ANGLE,REC_LATITUDE_DISP_THRESHOLD,REC_LONGITUDE_DISP_THRESHOLD,REC_ELEVATION_DISP_THRESHOLD,REC_DISPLACED_THRESHOLD,REC_ELEVATION_TOUCHDOWN_ZONE,APPROACH_SLOPE_INDICATOR_EQUIP,REC_RUNWAY_VISUAL_RANGE_EQUIP,REC_RUNWAY_VISIBILITY_VALUE_EQ,REC_APPROACH_LIGHT_SYSTEM,REC_REIL_AVAILABILITY,REC_RUNWAY_CENTERLINE_LIGHTS_A,REC_RUNWAY_END_TOUCHDOWN_LIGHT,END_CONTROLLING_OBJECT_DESCRIP,END_CONTROLLING_OBJECT_MARKED,END_OBJECTS_AFFECTING_NAV_AIR,END_CONTROL_OBJECT_CLEAR_SLOPE,END_CONTROL_OBJECT_HEIGHT_AR,END_CO_DIST_FROM_RUNWAY_END,END_CO_CENTERLINE_OFFSET,RUNWAY_LENGTH_SOURCE,RUNWAY_LENGTH_SOURCE_DATE,RUNWAY_CAPACITY_SINGLE_WHEEL,RUNWAY_CAPACITY_DOUBLE_WHEEL,RUNWAY_CAPACITY_2_DUAL_TANDEM,RUNWAY_CAPACITY_2_DD_TANDEM,BASE_RUNWAY_END_GRADIENT,BASE_RUNWAY_END_GRADIENT_DIR,BASE_RUNWAY_END_POSITION_SRC,BASE_RUNWAY_END_POSITION_SDT,BASE_RUNWAY_END_ELEV_SRC,BASE_RUNWAY_END_ELEV_SDT,BASE_DISP_THESHOLD_POS_SRC,BASE_DISP_THESHOLD_POS_SDT,BASE_DISP_THESHOLD_ELEV_SRC,BASE_DISP_THESHOLD_ELEV_SDT,BASE_TD_ZONE_ELEV_SRC,BASE_TD_ZONE_ELEV_SDT,BASE_TORA,BASE_TODA,BASE_ASDA,BASE_LDA,BASE_LAHSO,BASE_INTERSECTING_RUNWAY_ID,BASE_DESC_NOT_AN_INTER_RUNWAY,BASE_LATITUDE_LAHSO,BASE_LONGITUDE_LAHSO,BASE_LAHSO_SOURCE,BASE_LAHSO_SOURCE_DATE,RECP_RUNWAY_END_GRADIENT,RECP_RUNWAY_END_GRADIENT_DIR,RECP_RUNWAY_END_POSITION_SRC,RECP_RUNWAY_END_POSITION_SDT,RECP_RUNWAY_END_ELEV_SRC,RECP_RUNWAY_END_ELEV_SDT,RECP_DISP_THESHOLD_POS_SRC,RECP_DISP_THESHOLD_POS_SDT,RECP_DISP_THESHOLD_ELEV_SRC,RECP_DISP_THESHOLD_ELEV_SDT,RECP_TD_ZONE_ELEV_SRC,RECP_TD_ZONE_ELEV_SDT,RECP_TORA,RECP_TODA,RECP_ASDA,RECP_LDA,RECP_LAHSO,RECP_INTERSECTING_RUNWAY_ID,RECP_DESC_NOT_AN_INTER_RUNWAY,RECP_LATITUDE_LAHSO,RECP_LONGITUDE_LAHSO,RECP_LAHSO_SOURCE,RECP_LAHSO_SOURCE_DATE,Surface
4AA4,1,HELIPORT,50320.16*H,SOUTH PENINSULA HOSPITAL,Alaskan,AK,KENAI PENINSULA,HOMER,59.65225,-151.55,370,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,,,,,,123.075,,,CGY,Y,,,,,,50320.16*H,AK,H1,46,46,MATS,MATS,,,PERI,H1,,,,,,59.65225,-151.55,370,,,,,,,,,,,,,,,BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,9/22/2009 0:00,,,,,,,ADO,9/22/2009 0:00,ADO,9/22/2009 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATS
73AK,,HELIPORT,50385.06*H,YANKEE COVE,Alaskan,AK,ALEUTIAN ISLANDS,JUNEAU,58.59166667,-134.9,0,E,ZAN,ZAN,ANCHORAGE,JNU,JUNEAU,N,,,,,,,,N,,Y,,,,,,50385.06*H,AK,H1,150,150,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
18AK,1,HELIPORT,50385.2*H,NORTH DOUGLAS,Alaskan,AK,JUNEAU,JUNEAU,58.33216667,-134.4970278,25,E,ZAN,ZAN,ANCHORAGE,JNU,JUNEAU,N,28E,1985,,N,,,,N,,Y,,,,,,50385.2*H,AK,H1,120,120,ASPH,ASPH,,,,H1,,,N,,,,,25,,,,,,,,,,N,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
AA44,1,HELIPORT,50385.02*H,BARLETT REGIONAL HOSPITAL,Alaskan,AK,JUNEAU,JUNEAU,58.32869444,-134.4656944,296,,ZAN,ZAN,ANCHORAGE,JNU,JUNEAU,N,,,,,,,,,CGY,Y-L,,,,,,50385.02*H,AK,H1,55,55,ROOF-TOP,ROOF,,,PERI,H1,,,,,,58.32869444,-134.4656944,296,,,,,,,,,,,,,,,BLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,9/1/2008 0:00,,,,,,,FAA-EST IMAGERY,9/13/2014 0:00,OWNER,9/1/2008 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROOFTOP
AK94,1,HELIPORT,50385.01*H,ALASCOM/COASTAL LENA POINT,Alaskan,AK,JUNEAU,JUNEAU,58.39077778,-134.7767778,150,E,ZAN,ZAN,ANCHORAGE,JNU,JUNEAU,N,26E,1995,,,,,,N,,,,,,,,50385.01*H,AK,H1,100,100,GRVL,GRVL,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAVEL
5Z4,,HELIPORT,50398.7*H,ANS HOSPITAL,Alaskan,AK,BRISTOL BAY,KANAKANAK,59.00175,-158.5324444,100,E,ZAN,ZAN,ANCHORAGE,DLG,DILLINGHAM,N,20E,1985,,N,,,122.9,N,,Y-L,,,,,,50398.7*H,AK,H1,200,100,TURF-G,TURF,,,MED,H1,,,N,NONE,,59.00175,-158.5324444,100,,,,,,,,,,N,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
82AK,,HELIPORT,50410.24*H,PRL LOGISTICS,Alaskan,AK,KENAI PENINSULA,KENAI,60.5295,-151.2567222,28.8,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,,,,,SS-SR,122.95,,,CGY,,,,,,,50410.24*H,AK,H1,50,50,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,1/5/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
3AK0,1,HELIPORT,50412.22*H,WOLFE POINT,Alaskan,AK,JUNEAU,KETCHIKAN,55.3625,-131.7094444,50,E,ZAN,ZAN,ANCHORAGE,KTN,KETCHIKAN,N,,,,,,,,,,,,,,,,50412.22*H,AK,H1,100,100,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
17AK,,HELIPORT,50412.01*H,KETCHIKAN /TEMSCO H/,Alaskan,AK,KETCHIKAN GATEWAY,KETCHIKAN,55.38297222,-131.735,20,E,ZAN,ZAN,ANCHORAGE,KTN,KETCHIKAN,N,26E,1985,,N,,,,N,,Y,,,,,,50412.01*H,AK,H1,150,50,CONC,CONC,,,,H1,,,N,,,,,20,,,,,,,,,,,,,,,,,A(V),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
8AK4,,HELIPORT,50412.15*H,MCCUES,Alaskan,AK,KETCHIKAN GATEWAY,KETCHIKAN,55.36747222,-131.7158056,2,E,ZAN,ZAN,ANCHORAGE,KTN,KETCHIKAN,N,,,,,,,,Y,,Y,,,,,,50412.15*H,AK,H1,50,50,WOOD-G,WOOD,,,PERI,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,6/4/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOOD
27AK,,HELIPORT,50437.52*H,PAD-66,Alaskan,AK,BARROW,KUPARUK,70.34302778,-149.5890556,60,E,ZAN,ZAN,ANCHORAGE,FAI,FAIRBANKS,N,27E,2000,,,,,,N,,Y,,,,,,50437.52*H,AK,H1,75,75,GRVL,GRVL,,,,H1,,,,,,,,,,,,,,,,,,,,,,,TOWER,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAVEL
AA38,1,HELIPORT,50437.53*H,NIKAITCHUQ OPERATIONS CENTER,Alaskan,AK,NORTH SLOPE,KUPARUK,70.48247222,-149.8532222,20,E,ZAN,ZAN,ANCHORAGE,SCC,DEADHORSE,N,,,,,,,,,,Y,,,,,,50437.53*H,AK,H1,56,60,MATS,MATS,,,,H1,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,7/19/2011 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATS
AA51,1,HELIPORT,50437.54*H,SPY ISLAND DRILL-SITE,Alaskan,AK,NORTH SLOPE,KUPARUK,70.55625,-149.9105278,21,E,ZAN,ZAN,ANCHORAGE,SCC,DEADHORSE,N,,,,,,,,,,Y,,,,,,50437.54*H,AK,H1,56,60,MATS,MATS,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,7/19/2011 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MATS
1AK5,,HELIPORT,50529.78*H,OFFSHORE SYSTEMS-KENAI,Alaskan,AK,KENAI PENINSULA,NIKISKI,60.73972222,-151.3083333,150,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,23E,1995,,,,123.05,,N,,Y-L,,,,,,50529.78*H,AK,H2,40,40,CONC,CONC,,,,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
1AK5,,HELIPORT,50529.78*H,OFFSHORE SYSTEMS-KENAI,Alaskan,AK,KENAI PENINSULA,NIKISKI,60.73972222,-151.3083333,150,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,23E,1995,,,,123.05,,N,,Y-L,,,,,,50529.78*H,AK,H3,40,40,CONC,CONC,,,,H3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
1AK5,,HELIPORT,50529.78*H,OFFSHORE SYSTEMS-KENAI,Alaskan,AK,KENAI PENINSULA,NIKISKI,60.73972222,-151.3083333,150,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,23E,1995,,,,123.05,,N,,Y-L,,,,,,50529.78*H,AK,H1,40,40,CONC,CONC,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
AA27,1,HELIPORT,50548.83*H,OTP,Alaskan,AK,NORTH SLOPE,NUIQSUT,70.41408333,-150.0185833,38,S,ZAN,ZAN,ANCHORAGE,SCC,DEADHORSE,N,23E,2000,,,,122.8,,,,Y-L,PPNU,,,,,50548.83*H,AK,H1,65,65,ASPH,ASPH,,,MED,H1,,,,,,70.41408333,-150.0185833,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA,2/10/2014 0:00,,,,,,,FAA,2/10/2014 0:00,FAA,2/10/2014 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
AK32,,HELIPORT,50548.81*H,OOOGURUK ISLAND,Alaskan,AK,NORTH SLOPE,NUIQSUT,70.49541667,-150.2534444,27,S,ZAN,ZAN,ANCHORAGE,SCC,DEADHORSE,N,23E,2000,,,,,,,,,PFNU,,,,,50548.81*H,AK,H1,50,50,GRVL,GRVL,,,PERI,H1,,,,,,70.49541667,-150.2534444,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,9/15/2006 0:00,,,,,,,FAA,2/10/2014 0:00,FAA,2/10/2014 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAVEL
03AA,,HELIPORT,50584.20*H,TRAPPER T,Alaskan,AK,MATANUSKA-SUSITNA,PALMER,61.55605556,-149.2845278,159,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,,,,,,,,,,,,,,,,50584.20*H,AK,H1,35,35,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
92AK,1,HELIPORT,50585.19*H,MAT-SU RGNL MEDICAL CENTER,Alaskan,AK,MATANUSKA-SUSITNA,PALMER,61.56222222,-149.2603056,145,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,,,,,,,122.8,,,,,,,,,50585.19*H,AK,H1,40,40,CONC,CONC,,,,H1,,,,,,61.56222222,-149.2603056,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,11/14/2005 0:00,,,,,,,FAA-EST IMAGERY,11/14/2005 0:00,FAA-EST IMAGERY,11/14/2005 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
AA08,,HELIPORT,50585.5*H,ALASKA HELIWORX,Alaskan,AK,MATANUSKA-SUSITNA,PALMER,61.59472222,-149.1538889,250,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,,,,,,,,,,,,,,,,50585.5*H,AK,H1,200,100,ASPH-TURF,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
AK37,,HELIPORT,50033.6*H,POINT MACKENZIE,Alaskan,AK,ANCHORAGE,POINT MACKENZIE,61.24944444,-150.0355556,72,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,25E,1985,,,,,122.9,N,,Y,,,,,,50033.6*H,AK,H1,30,30,TURF,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
90AK,,HELIPORT,50620.31*H,NORTHSTAR,Alaskan,AK,NORTH SLOPE,PRUDHOE BAY/DEADHORSE,70.49208333,-148.7036389,10,E,ZAN,ZAN,ANCHORAGE,SCC,DEADHORSE,N,30E,1995,,,,,,N,,,,,,,,50620.31*H,AK,H1,56,56,WOOD,WOOD,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,11/29/2010 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOOD
01AK,1,HELIPORT,50696.01*H,PROVIDENCE SEWARD MEDICAL CENTER,Alaskan,AK,SEWARD,SEWARD,60.10577778,-149.44625,120,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,23E,1995,,,,,,N,,Y,,,,,,50696.01*H,AK,H1,40,40,CONC,CONC,,,PERI,H1,,,,BSC,G,60.10577778,-149.44625,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,4/16/2011 0:00,FAA-EST IMAGERY,4/16/2011 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
SD1,1,HELIPORT,50713.19*H,SOLDOTNA HOSPITAL H,Alaskan,AK,KENAI-COOK INLET,SOLDOTNA,60.49263889,-151.0789167,99,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,24E,1985,,N,,,122.9,N,,Y,,,,,,50713.19*H,AK,H1,80,80,ASPH-G,ASPH,,,PERI,H1,,,,BSC,G,60.49263889,-151.0789167,99,,,,,,,,,,N,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,FAA-EST IMAGERY,4/17/2011 0:00,FAA-EST IMAGERY,4/17/2011 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
09AA,,HELIPORT,50738.19*H,SHELDON CHALET,Alaskan,AK,DENALI,TALKEETNA,62.96988889,-150.75375,5742,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,,,,,,,123.65,,,Y,,,,,,50738.19*H,AK,H1,22,24,DECK,DECK,,,,H1,,,,,,62.96988889,-150.75375,5742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,2/14/2018 0:00,,,,,,,OWNER,2/14/2018 0:00,OWNER,2/14/2018 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DECK
AA14,,HELIPORT,50767.20*H,TOOLIK HELIPORT,Alaskan,AK,NORTH SLOPE,TOOLIK FIELD STATION,68.62816667,-149.589,2405,E,ZAN,ZAN,ANCHORAGE,FAI,FAIRBANKS,N,,,,,,,,,,,,,,,,50767.20*H,AK,H1,140,85,GRVL-G,GRVL,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,8/30/2017 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAVEL
61AK,,HELIPORT,50769.9*H,ERA CHULITNA RIVER,Alaskan,AK,MATANUSKA-SUSITNA,TRAPPER CREEK/TALKEETNA,62.56752778,-150.2358611,960,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,24E,1995,,,,,122.9,N,,Y,,,,,,50769.9*H,AK,H2,20,20,TURF-P,TURF,,,,H2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
61AK,,HELIPORT,50769.9*H,ERA CHULITNA RIVER,Alaskan,AK,MATANUSKA-SUSITNA,TRAPPER CREEK/TALKEETNA,62.56752778,-150.2358611,960,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,24E,1995,,,,,122.9,N,,Y,,,,,,50769.9*H,AK,H1,20,20,TURF-P,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
5AK1,,HELIPORT,50788.11*H,BELUGA,Alaskan,AK,ANCHORAGE,TYONEK,61.18075,-151.0411389,75,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,,,,,,,122.7,N,,Y,,,,,,50788.11*H,AK,H1,40,40,GRAVEL,GRAVEL,,,PERI,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GRAVEL
1AK7,1,HELIPORT,50825.11*H,VALDEZ HOSPITAL,Alaskan,AK,VALDEZ-CHITNA-WHITIE,VALDEZ,61.13661111,-146.3453889,96,E,ZAN,ZAN,ANCHORAGE,JNU,JUNEAU,N,,,,,,,,,CGY,Y-L,,,,,,50825.11*H,AK,H1,40,40,CONC,CONC,,,PERI,H1,,,,,,61.13661111,-146.3453889,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ADO,7/28/2004 0:00,ADO,7/28/2004 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
3AA3,,HELIPORT,50825.13*H,CVTC FIELD,Alaskan,AK,VALDEZ-CORDOVA,VALDEZ,61.13,-146.3705556,50,E,ZAN,ZAN,ANCHORAGE,JNU,JUNEAU,N,,,,,,,,,,Y,,,,,,50825.13*H,AK,H1,65,65,TURF-G,TURF,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,5/21/2009 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
60AK,,HELIPORT,50870.74*H,CAROL'S,Alaskan,AK,MATANUSKA-SUSITNA,WASILLA,61.60738889,-149.2795,328,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,,,,,,,122.8,,,Y,,,,,,50870.74*H,AK,H1,100,50,ASPH,ASPH,,,,H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,12/21/2006 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
84AK,,HELIPORT,50870.85*H,T-TIME,Alaskan,AK,MATANUSKA-SUSITNA,WASILLA,61.58722222,-149.3345278,375,E,ZAN,ZAN,ANCHORAGE,ENA,KENAI,N,,,,,,,122.9,,,,,,,,,50870.85*H,AK,H1,50,100,TURF,TURF,,,,H1,,,,,,61.58722222,-149.3345278,375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OWNER,11/10/2015 0:00,OWNER,11/10/2015 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TURF
AL39,1,HELIPORT,00110.01*H,SHELBY MEDICAL CENTER,Southern,AL,SHELBY,ALABASTER,33.25222222,-86.81222222,510,E,ZTL,ZCT,ATLANTA,ANB,ANNISTON,N,00E,1985,,,,,,N,,Y,,,,,,00110.01*H,AL,H1,50,50,CONC,CONC,,,,H1,,,,,,33.25011111,-86.81386111,510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,2/6/2015 0:00,FAA-EST IMAGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CONC
04AL,1,HELIPORT,00128.02*H,ANNISTON AHP (ANNISTON ARMY DEPOT),Southern,AL,CALHOUN,ANNISTON,33.62638889,-85.96722222,686,E,ZTL,ZCT,ATLANTA,ANB,ANNISTON,N,02W,2000,,,,,123.6,N,,Y,,,,,,00128.02*H,AL,H1,100,75,ASPH,ASPH,,,,H1,,,,,,33.62638889,-85.96722222,686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAA-EST IMAGERY,10/29/2015 0:00,,,,,,,MILITARY,6/8/2001 0:00,MILITARY,6/8/2001 0:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ASPH
