,Site Id,Facility Type,Loc Id,Effective Date,Region,ADO,State Id,State Name,County,County State,City,Name,Ownership,Use,Owner,Owner Address,"Owner City, State, Zip",Owner Phone,Manager,Manager Address,"Manager City, State, Zip",Manager Phone,DD_Latitudes,DD_Longitudes,ARP Latitude,ARP Latitude Sec,ARP Longitude,ARP Longitude Sec,ARP Method,Elevation,Elevation Method,Magnetic Variation,Magnetic Variation Year,Traffic Pattern Altitude,Sectional,Distance From CBD,Direction From CBD,Land Area,ARTCC Id,ARTCC Computer ID,ARTCC Name,Responsible ARTCC Id,Responsible ARTCC Computer Id,Responsible ARTCC Name,Tie In FSS,Tie In FSS Id,Tie In FSS Name,FSS Phone Number,FSS Toll Free Number,Alternate FSS Id,Alternate FSS Name,Alternate FSS Toll Free Number,NOTAM Facility Id,NOTAM Service,Activation Date,Airport Status Code,Certification Type Date,Federal Agreements,Airspace Determination,Customs Airport Of Entry,Customs Landing Rights,Military Joint Use,Military Landing Rights,Inspection Method,Inspection Group,Last Inspection Date,Last Owner Information Date,Fuel Types,Airframe Repair,Power Plant Repair,Bottled Oxygen Type,Bulk Oxygen Type,Lighting Schedule,Beacon Schedule,ATCT,UNICOM,CTAF,Segmented Circle,Beacon Color,Non Commercial Landing Fee,Medical Use,Single Engine Aircraft,Multi Engine Aircraft,Jet Engine Aircraft,Helicopters,Gliders Operational,Military Operational,Ultralights,Commercial Operations,Commuter Operations,Air Taxi Operations,GA Local Operations,GA Itin Operations,Military Operations,Operations Date,Airport Position Source,Airport Position Source Date,Airport Elevation Source,Airport Elevation Source Date,Fuel Available,Transient Storage,Other Services,Wind Indicator,Icao Id,NPIAS Hub,NPIAS Role
95,12417.3*A,AIRPORT,MT53,3/24/2022,ANM,HLN,MT,MONTANA,FLATHEAD,MT,KALISPELL,CARSON FLD,PR,PR,LOST PRAIRIE AIRSTRIP INC.,3175 LOWER LOST PRAIRIE RD.,"MARION, MT 59925",406-858-2493,FRED SAND,3175 LOWER LOST PRAIRIE RD.,"MARION, MT 59925",406-858-2493,48.09467444,-114.8515278,048-05-40.8300N,173140.8280N,114-51-05.5000W,0413465.5000W,E,3550,E,19E,1985,,GREAT FALLS,22,SW,34,ZLC,ZCU,SALT LAKE CITY,ZLC,ZCU,SALT LAKE CITY,N,GTF,GREAT FALLS,,1-800-WX-BRIEF,,,,,N,8/1/1985,O,,,NOT ANALYZED,,,,,2,N,,8/24/2020,,,,,,,,N,,,N,,N,,4,,,,,,,,,,,,,,,,,,,,,Y,,,
96,16608.*A,AIRPORT,CLT,3/24/2022,ASO,MEM,NC,NORTH CAROLINA,MECKLENBURG,NC,CHARLOTTE,CHARLOTTE/DOUGLAS INTL,PU,PU,CITY OF CHARLOTTE,600 EAST FOURTH ST,"CHARLOTTE, NC 28202",704-336-2241,HALEY GENTRY,5601 WILKINSON BLVD.,"CHARLOTTE, NC 28208",704-359-4000,35.21375,-80.94905556,035-12-49.5000N,126769.5000N,080-56-56.6000W,0291416.6000W,E,747.9,S,07W,2000,,CHARLOTTE,5,W,5558,ZTL,ZCT,ATLANTA,ZTL,ZCT,ATLANTA,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,CLT,Y,9/1/1937,O,I E S 05/1973,NGRY3,NOT ANALYZED,N,Y,N,Y,F,F,2/12/2021,,100LL A,MAJOR,MAJOR,NONE,HIGH/LOW,SS-SR,SS-SR,Y,122.95,,N,CG,N,,8,8,45,7,0,6,0,333229,,46367,,17377,1010,12/31/2020,3RD PARTY SURVEY,8/27/2014,3RD PARTY SURVEY,8/27/2014,,TIE,"AFRT,AMB,AVNCS,CARGO,CHTR,RNTL,SALES,SURV",Y-L,KCLT,Large,
97,16650.*A,AIRPORT,ONX,3/24/2022,ASO,MEM,NC,NORTH CAROLINA,CURRITUCK,NC,CURRITUCK,CURRITUCK COUNTY RGNL,PU,PU,COUNTY OF CURRITUCK,"153 COURTHOUSE ROAD, SUITE 800","CURRITUCK, NC 27929-9653",252-453-8032,WILLIAM NELSON,"264 AIRPORT RD (PHYSICAL ADDRESS), 153 COURTHOUSE ROAD, SUITE 302","CURRITUCK, NC 27929",(252) 453-2876,36.39994111,-76.01542528,036-23-59.7900N,131039.7880N,076-00-55.5300W,0273655.5310W,E,17.7,S,10W,1995,,WASHINGTON,4,S,250,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,ONX,Y,6/1/1976,O,,N,CONDITIONAL,N,N,N,Y,S,S,8/20/2021,,100LL A1+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,,122.9,Y,CG,N,,44,4,0,0,0,0,0,,,500,3500,14000,7000,8/20/2021,3RD PARTY SURVEY,9/22/2020,3RD PARTY SURVEY,9/22/2020,,TIE,INSTR,Y-L,KONX,,Local
98,16696.*A,AIRPORT,ECG,3/24/2022,ASO,MEM,NC,NORTH CAROLINA,PASQUOTANK,NC,ELIZABETH CITY,ELIZABETH CITY CG AIR STATION/RGNL,PU,PU,USCG BASE ELIZABETH CITY,"USCG BASE-ELIZABETH CITY OPS MNGR, 1664 WEEKSVILLE RD","ELIZABETH CITY, NC 27909",252-334-5387,"ROBERT POPP, CIV USCG",1664 WEEKSVILLE RD,"ELIZABETH CITY, NC 27909",(252) 334-5388,36.26058333,-76.17455556,036-15-38.1000N,130538.1000N,076-10-28.4000W,0274228.4000W,E,10.6,S,11W,2020,,WASHINGTON,3,SE,850,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,ECG,Y,,O,,NSY1,NO OBJECTION,N,N,N,Y,S,S,8/20/2021,,100LL A1+,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,120.5,N,CG,N,,31,2,0,1,0,72,0,,,381,8895,10307,32291,8/20/2021,3RD PARTY SURVEY,8/7/2016,3RD PARTY SURVEY,8/7/2016,,TIE,"CHTR,INSTR,RNTL",Y-L,KECG,,Local
99,17190.*A,AIRPORT,OCW,3/24/2022,ASO,MEM,NC,NORTH CAROLINA,BEAUFORT,NC,WASHINGTON,WASHINGTON-WARREN,PU,PU,CITY OF WASHINGTON,PO BOX 1988,"WASHINGTON, NC 27889",252-975-9302,EARL MALPASS,200 AIRPORT ROAD,"WASHINGTON, NC 27889-9681",252-946-3900,35.57047222,-77.04980556,035-34-13.7000N,128053.7000N,077-02-59.3000W,0277379.3000W,E,37.4,S,08W,1985,,CHARLOTTE,0,NE,479,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,RDU,RALEIGH,,1-800-WX-BRIEF,,,,OCW,Y,7/1/1942,O,,N3,NO OBJECTION,N,N,N,Y,S,S,6/20/2020,,100LL A1+,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,N,122.7,122.7,N,CG,N,,24,1,1,1,0,0,0,,,100,3000,1500,1000,6/20/2020,3RD PARTY SURVEY,9/6/2007,3RD PARTY SURVEY,9/6/2007,,"HGR,TIE","INSTR,RNTL",Y-L,KOCW,,Local
100,17265.*A,AIRPORT,BIS,3/24/2022,AGL,DMA,ND,NORTH DAKOTA,BURLEIGH,ND,BISMARCK,BISMARCK MUNI,PU,PU,CITY OF BISMARCK,BOX 991,"BISMARCK, ND 58502",701-355-1808,GREGORY B HAUG,BOX 991,"BISMARCK, ND 58502-0991",701-355-1808,46.77273389,-100.7457375,046-46-21.8400N,168381.8420N,100-44-44.6600W,0362684.6550W,E,1661.3,S,07E,2010,,TWIN CITIES,3,SE,2425,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GFK,GRAND FORKS,,1-800-WX-BRIEF,,,,BIS,Y,12/1/1937,O,I B S 05/1973,NGPSY3,NO OBJECTION,N,N,N,Y,F,F,9/14/2021,1/25/1990,100LL A,MAJOR,MAJOR,NONE,HIGH/LOW,SEE RMK,SS-SR,Y,122.95,118.3,N,CG,N,,49,16,11,2,,15,,3920,,6712,4661,10870,1841,12/31/2020,FAA-EST,10/4/2021,3RD PARTY SURVEY,11/11/2019,,"HGR,TIE","AFRT,AMB,AVNCS,CHTR,INSTR,RNTL,SALES",Y-L,KBIS,Non-Hub,
101,17417.5*A,AIRPORT,MIB,3/24/2022,AGL,DMA,ND,NORTH DAKOTA,WARD,ND,MINOT,MINOT AFB,MA,PR,USAF,MINOT AFB,"MINOT, ND 58701",,BASE OPERATIONS,MINOT AFB,"MINOT, ND 58701",701-723-2644,48.41576783,-101.3580409,048-24-56.7600N,174296.7642N,101-21-28.9500W,0364888.9471W,E,1666.1,S,07E,2015,,BILLINGS,10,N,,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,GFK,GRAND FORKS,,1-800-WX-BRIEF,,,,MIB,Y,,O,,,NOT ANALYZED,N,N,N,N,,N,,9/9/1976,,MAJOR,MAJOR,NONE,LOW,,SS-SR,Y,,,N,SCG,,,,,,,,1,,,,,,,30000,,MILITARY,5/31/2015,MILITARY,9/2/2021,,,CARGO,Y,KMIB,,
102,12766.*A,AIRPORT,HDE,3/24/2022,ACE,NONE,NE,NEBRASKA,PHELPS,NE,HOLDREGE,BREWSTER FLD,PU,PU,HOLDREGE AIRPORT AUTHORITY,1320 BREWSTER ROAD,"HOLDREGE, NE 68949-1571",308-991-1455,DAN POWERS,1320 BREWSTER ROAD,"HOLDREGE, NE 68949-1571",(308) 991-3641,40.4518,-99.33600833,040-27-06.4800N,145626.4800N,099-20-09.6300W,0357609.6300W,E,2313.1,E,07E,2000,,OMAHA,2,NE,398,ZDV,ZCD,DENVER,ZDV,ZCD,DENVER,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,HDE,Y,11/1/1946,O,,NGY,NO OBJECTION,N,N,N,Y,S,S,7/21/2020,,100LL A,MAJOR,MAJOR,HIGH,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,N,,20,2,2,1,0,0,0,,,,10000,6000,,7/21/2020,FAA-EST,9/28/2017,AVN,5/18/2006,,"HGR,TIE","AGRI,INSTR,PAJA,RNTL,SURV",Y-L,KHDE,,Local
103,12794.*A,AIRPORT,LNK,3/24/2022,ACE,NONE,NE,NEBRASKA,LANCASTER,NE,LINCOLN,LINCOLN,PU,PU,LINCOLN ARPT AUTH,BOX 80407,"LINCOLN, NE 68501",402-458-2400,MR. DAVID HARING,"LINCOLN AIRPORT AUTHORITY, P.O. BOX 80407","LINCOLN, NE 68501",402-458-2400,40.85088889,-96.75911111,040-51-03.2000N,147063.2000N,096-45-32.8000W,0348332.8000W,E,1218.6,S,03E,2015,,OMAHA,4,NW,5000,ZMP,ZCP,MINNEAPOLIS,ZMP,ZCP,MINNEAPOLIS,N,OLU,COLUMBUS,,1-800-WX-BRIEF,,,,LNK,Y,4/1/1940,O,I B S 05/1973,NGPY,NO OBJECTION,N,N,N,Y,F,F,4/21/2021,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH,SEE RMK,SS-SR,Y,122.95,118.5,N,CG,N,,115,14,21,2,0,22,0,2822,,6923,13513,23007,12312,3/31/2021,3RD PARTY SURVEY,1/19/2012,3RD PARTY SURVEY,1/19/2012,,"HGR,TIE","AFRT,AMB,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES,SURV",Y-L,KLNK,Non-Hub,
104,13386.*A,AIRPORT,PSM,3/24/2022,ANE,NONE,NH,NEW HAMPSHIRE,ROCKINGHAM,NH,PORTSMOUTH,PORTSMOUTH INTL AT PEASE,PU,PU,PEASE DEVELOPMENT AUTHORITY,55 INTERNATIONAL DRIVE,"PORTSMOUTH, NH 03801",603-433-6536,PAUL BREAN,36 AIRLINE DR,"PORTSMOUTH, NH 03801",603-433-6536,43.07794444,-70.82327778,043-04-40.6000N,155080.6000N,070-49-23.8000W,0254963.8000W,E,100.4,S,16W,2005,,NEW YORK,1,W,3000,ZBW,ZCB,BOSTON,ZBW,ZCB,BOSTON,N,BGR,BANGOR,,1-800-WX-BRIEF,,,,PSM,Y,1/1/1946,O,I B S 10/1992,NGPY,NOT ANALYZED,N,Y,N,Y,F,F,9/22/2021,,100LL A J8,MAJOR,MAJOR,HIGH/LOW,,,SS-SR,Y,122.95,,N,CG,N,,114,11,19,7,,12,,1322,,8839,40810,3013,4717,9/30/2019,3RD PARTY SURVEY,11/13/2017,3RD PARTY SURVEY,11/13/2017,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL",Y-L,KPSM,Non-Hub,
105,13487.*A,AIRPORT,ACY,3/24/2022,AEA,HAR,NJ,NEW JERSEY,ATLANTIC,NJ,ATLANTIC CITY,ATLANTIC CITY INTL,PU,PU,SOUTH JERSEY TRANSPORTATION AUTH.,SUITE 106,"EGG HARBOR TOWNSHIP, NJ 08234",609-645-7895,TIM KROLL,SUITE 100,"EGG HARBOR TOWNSHIP, NJ 08234",609-645-7895,39.45758333,-74.57716667,039-27-27.3000N,142047.3000N,074-34-37.8000W,0268477.8000W,E,74.8,S,10W,1965,,WASHINGTON,9,NW,5000,ZDC,ZCW,WASHINGTON,ZDC,ZCW,WASHINGTON,N,MIV,MILLVILLE,,1-800-WX-BRIEF,,,,ACY,Y,6/1/1943,O,I C S 12/1974,NGYH,NOT ANALYZED,N,N,N,Y,F,S,5/26/2021,,100LL A A++,MAJOR,MINOR,HIGH,NONE,,SS-SR,Y,,,N,CG,Y,,9,4,4,11,,23,,4219,,2833,3246,12942,19914,12/31/2020,3RD PARTY SURVEY,3/11/2011,3RD PARTY SURVEY,3/11/2011,,TIE,CHTR,Y-L,KACY,Small,
106,14484.*A,AIRPORT,WRI,3/24/2022,AEA,HAR,NJ,NEW JERSEY,BURLINGTON,NJ,WRIGHTSTOWN,MC GUIRE FLD (JOINT BASE MC GUIRE DIX LAKEHURST),MA,PR,USAF JB MCGUIRE DIX LAKEHURST,2901 FALCON LANE,"MCGUIRE, NJ 08641",609-754-2714,CHIEF AIRFIELD MANAGEMENT,2901 FALCON LANE,"MCGUIRE, NJ 08641",609-754-6466,40.01558353,-74.59169914,040-00-56.1000N,144056.1007N,074-35-30.1200W,0268530.1169W,E,140.5,S,12W,1985,,NEW YORK,2,SE,,ZNY,ZCN,NEW YORK,ZNY,ZCN,NEW YORK,N,ISP,NEW YORK,,1-800-WX-BRIEF,,,,WRI,Y,2/1/1938,O,,,NOT ANALYZED,Y,N,,N,,N,,7/5/2011,,MAJOR,MAJOR,NONE,HIGH/LOW,,SS-SR,Y,,,N,CG,N,,,,,,,,,,,,,,,,MILITARY,11/17/2011,MILITARY,7/27/2011,,HGR,CARGO,Y,KWRI,,
107,14052.*A,AIRPORT,EWR,3/24/2022,AEA,NYC,NJ,NEW JERSEY,ESSEX,NJ,NEWARK,NEWARK LIBERTY INTL,PU,PU,PORT AUTHORITY OF NY & NJ,"4 WTC 150 GREENWICH ST, 18TH FLOOR","NEW YORK, NY 10006",212-435-3720,JAMES GILL,BUILDING #1- CONRAD ROAD,"NEWARK, NJ 07114",973-961-6161,40.69247983,-74.16868678,040-41-32.9300N,146492.9274N,074-10-07.2700W,0267007.2724W,E,17.4,S,13W,1985,,NEW YORK,3,S,2027,ZNY,ZCN,NEW YORK,ZNY,ZCN,NEW YORK,N,ISP,NEW YORK,,1-800-WX-BRIEF,,,,EWR,Y,11/1/1939,O,I E S 05/1973,NGHY3,NO OBJECTION,N,Y,N,Y,F,F,4/12/2021,,100LL A,MAJOR,MAJOR,HIGH,,,SS-SR,Y,122.95,,N,CG,Y,,,3,0,0,,,,224033,,47919,,6052,416,9/30/2020,FAA,11/13/2014,3RD PARTY SURVEY,7/30/2011,,HGR,"AFRT,CARGO",Y-L,KEWR,Large,
108,16179.*A,AIRPORT,HWV,3/24/2022,AEA,NYC,NY,NEW YORK,SUFFOLK,NY,SHIRLEY,BROOKHAVEN,PU,PU,TOWN OF BROOKHAVEN,135 DAWN DRIVE,"SHIRLEY, NY 11967",631-451-5300,JAMES KEVINS,135 DAWN DRIVE,"SHIRLEY, NY 11967",631-451-5300,40.82195417,-72.86690722,040-49-19.0400N,146959.0350N,072-52-00.8700W,0262320.8660W,E,81.3,S,14W,2000,,NEW YORK,1,N,630,ZNY,ZCN,NEW YORK,ZNY,ZCN,NEW YORK,N,ISP,NEW YORK,,1-800-WX-BRIEF,,,,HWV,Y,11/1/1943,O,,NGY,CONDITIONAL,N,N,N,Y,S,S,5/26/2021,7/7/1993,100LL A,MAJOR,MAJOR,NONE,NONE,SEE RMK,SS-SR,N,122.8,122.8,Y,CG,Y,,171,7,0,1,5,0,0,,,,41779,12539,66,12/31/2017,3RD PARTY SURVEY,12/19/2017,3RD PARTY SURVEY,12/19/2017,,"HGR,TIE","CHTR,GLD,INSTR,RNTL,SALES,TOW",Y-L,KHWV,,Regional
109,14971.*A,AIRPORT,3C8,3/24/2022,AEA,NYC,NY,NEW YORK,SUFFOLK,NY,CALVERTON,CALVERTON EXEC AIRPARK,PU,PR,TOWN OF RIVERHEAD,200 HOWELL AVE,"RIVERHEAD, NY 11901-2596",631-727-3200,SEAN WALTER,200 HOWELL AVE,"RIVERHEAD, NY 11901-2596",631-727-3200,40.91509833,-72.79190639,040-54-54.3500N,147294.3540N,072-47-30.8600W,0262050.8630W,E,75.2,S,14W,1985,,NEW YORK,3,W,2921,ZNY,ZCN,NEW YORK,ZNY,ZCN,NEW YORK,N,ISP,NEW YORK,,1-800-WX-BRIEF,,,,ISP,Y,,O,,,NO OBJECTION,,,,,,N,,10/4/2017,,NONE,NONE,,,,,N,,,N,,N,,2,1,0,,,,,,,,,,,,NGS,,,,,,,Y,,,
110,16408.*A,AIRPORT,FOK,3/24/2022,AEA,NYC,NY,NEW YORK,SUFFOLK,NY,WESTHAMPTON BEACH,FRANCIS S GABRESKI,PU,PU,COUNTY OF SUFFOLK,COUNTY CENTER,"RIVERHEAD, NY 11901",(631) 852-8095,JOSHUA SMITH,"GABRESKI AIRPORT, ADMINISTRATION BLDG #1","WESTHAMPTON, NY 11978",631-852-8095,40.84361861,-72.63181194,040-50-37.0300N,147037.0270N,072-37-54.5200W,0261474.5230W,E,66.1,S,13W,1980,,NEW YORK,3,N,1451,ZNY,ZCN,NEW YORK,ZNY,ZCN,NEW YORK,N,ISP,NEW YORK,,1-800-WX-BRIEF,,,,FOK,Y,6/1/1943,O,,NGPY3,NOT ANALYZED,N,Y,N,Y,S,S,6/17/2019,6/21/1993,100LL A,MAJOR,MAJOR,HIGH/LOW,NONE,SEE RMK,SS-SR,Y,122.95,125.3,N,CG,Y,,57,4,10,4,0,11,0,,,5586,12024,39365,6627,12/30/2018,3RD PARTY SURVEY,10/3/2019,3RD PARTY SURVEY,10/3/2019,,"HGR,TIE","AVNCS,CHTR,INSTR,SALES",Y,KFOK,,Regional
111,15989.2*A,AIRPORT,POU,3/24/2022,AEA,NYC,NY,NEW YORK,DUTCHESS,NY,POUGHKEEPSIE,HUDSON VALLEY RGNL,PU,PU,DUTCHESS COUNTY,22 MARKET ST,"POUGHKEEPSIE, NY 12601",845-486-2000,JEFF DURAND,263 NEW HACKENSACK RD,"WAPPINGERS FALLS, NY 12590",845-463-6000,41.62658333,-73.88419444,041-37-35.7000N,149855.7000N,073-53-03.1000W,0265983.1000W,E,163.5,S,12W,1975,,NEW YORK,4,S,640,ZNY,ZCN,NEW YORK,ZNY,ZCN,NEW YORK,N,ISP,NEW YORK,,1-800-WX-BRIEF,,,,POU,Y,4/1/1941,O,IV A U 01/1985,NGRY,NOT ANALYZED,N,N,N,Y,F,S,6/4/2021,,100LL A,MAJOR,MAJOR,,,SEE RMK,SS-SR,Y,122.95,124,N,CG,Y,,74,4,0,4,0,2,0,16,,2382,27093,21041,204,5/31/2021,3RD PARTY SURVEY,1/5/2012,3RD PARTY SURVEY,1/5/2012,,"HGR,TIE","CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KPOU,,Local
112,15794.*A,AIRPORT,LGA,3/24/2022,AEA,NYC,NY,NEW YORK,QUEENS,NY,NEW YORK,LAGUARDIA,PU,PU,PORT. AUTH. OF N.Y. & N.J.,4 WORLD TRADE CENTER,"NEW YORK, NY 10048",212-435-3703,ANTHONY VERO,"HANGAR #7, THIRD FLOOR","FLUSHING, NY 11371",718-533-3401,40.77725,-73.87261111,040-46-38.1000N,146798.1000N,073-52-21.4000W,0265941.4000W,E,20.6,S,12W,1980,,NEW YORK,4,E,680,ZNY,ZCN,NEW YORK,ZNY,ZCN,NEW YORK,N,ISP,NEW YORK,,1-800-WX-BRIEF,,,,LGA,Y,,O,I D S 05/1973,NGY3,NOT ANALYZED,N,Y,N,Y,F,F,3/9/2021,,100LL A,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,Y,,,,,,,,,126178,,4136,0,3073,151,9/30/2021,NGS,5/30/2006,FAA,5/12/2014,,TIE,"AFRT,AVNCS,CARGO,CHTR",Y-L,KLGA,Large,
113,15800.*A,AIRPORT,IAG,3/24/2022,AEA,NYC,NY,NEW YORK,NIAGARA,NY,NIAGARA FALLS,NIAGARA FALLS INTL,PU,PU,NIAGARA FRONTIER T A,"181 ELLICOTT ST, PO BOX 5008","BUFFALO, NY 14205",716-855-7300,MR. ROBERT STONE,2035 NIAGARA FALLS BLVD,"NIAGARA FALLS, NY 14304",(716) 297-4494,43.10755736,-78.94584667,043-06-27.2100N,155187.2065N,078-56-45.0500W,0284205.0480W,E,592.3,S,10W,1985,,DETROIT,4,E,1067,ZOB,ZCC,CLEVELAND,ZOB,ZCC,CLEVELAND,N,BUF,BUFFALO,,1-800-WX-BRIEF,,,,IAG,Y,11/1/1946,O,I B S 07/1974,NGPRY3,NOT ANALYZED,N,Y,N,Y,F,F,8/25/2021,,100LL A A+,MINOR,MINOR,NONE,NONE,SEE RMK,SS-SR,Y,122.95,118.5,N,CG,Y,,57,6,12,5,,7,,845,,545,5452,7147,2876,7/31/2021,FAA,7/6/2015,3RD PARTY SURVEY,9/3/2013,,TIE,"AFRT,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KIAG,Non-Hub,
114,16100.2*A,AIRPORT,5B2,3/24/2022,AEA,NYC,NY,NEW YORK,SARATOGA,NY,SARATOGA SPRINGS,SARATOGA COUNTY,PU,PU,SARATOGA COUNTY,3654 GALWAY RD,"BALLSTON SPA, NY 12020",(518) 885-2235,JON ZILKA,405 GREENFIELD AVE.,"BALLSTON SPA, NY 12020",518-885-5470,43.05072222,-73.86163889,043-03-02.6000N,154982.6000N,073-51-41.9000W,0265901.9000W,E,433.9,S,14W,1995,767,NEW YORK,3,SW,527,ZBW,ZCB,BOSTON,ZBW,ZCB,BOSTON,N,BTV,BURLINGTON,,1-800-WX-BRIEF,,,,5B2,Y,8/1/1943,O,,NGY3,NOT ANALYZED,N,Y,N,Y,S,S,7/9/2020,,100LL A,MAJOR,MAJOR,LOW,NONE,SEE RMK,SS-SR,N,123.075,123.075,N,CG,N,,44,1,1,1,45,0,0,,,1500,22000,15000,50,6/15/2017,3RD PARTY SURVEY,12/11/2012,3RD PARTY SURVEY,12/11/2012,,"HGR,TIE","AVNCS,CHTR,INSTR,SALES",Y,,,Regional
115,15252.*A,AIRPORT,GTB,3/24/2022,AEA,NYC,NY,NEW YORK,JEFFERSON,NY,FORT DRUM,WHEELER-SACK AAF,MR,PR,US ARMY AERONAUTICAL SVCS AGENCY,,"FORT BELVOIR, VA 22060",,,,,,44.05561111,-75.71989444,044-03-20.2000N,158600.2000N,075-43-11.6200W,0272591.6200W,E,689.9,S,13W,1990,,MONTREAL,1,NE,,ZBW,ZCB,BOSTON,ZBW,ZCB,BOSTON,N,BTV,BURLINGTON,,1-800-WX-BRIEF,,,,GTB,Y,,O,,,,,,,N,,N,,2/14/1977,,,,,,SS-SR,SS-SR,Y,,,N,SCG,,,,,,,,,,,,,,,,,AVN,11/5/2010,MILITARY,10/24/2013,,,,,KGTB,,
116,17746.*A,AIRPORT,CLE,3/24/2022,AGL,DET,OH,OHIO,CUYAHOGA,OH,CLEVELAND,CLEVELAND-HOPKINS INTL,PU,PU,CITY OF CLEVELAND,"CLEVELAND HOPKINS INTL, PO BOX 81009","CLEVELAND, OH 44181-0009",216-265-6000,KHALID BAHHUR,"PO BOX 81009, 5300 RIVERSIDE DR","CLEVELAND, OH 44181-3130",216-664-5030,41.40940694,-81.85469111,041-24-33.8600N,149073.8650N,081-51-16.8900W,0294676.8880W,E,799.5,S,08W,2020,,DETROIT,9,SW,1717,ZOB,ZCC,CLEVELAND,ZOB,ZCC,CLEVELAND,N,CLE,CLEVELAND,,1-800-WX-BRIEF,,,,CLE,Y,11/1/1938,O,I C S 05/1973,NGPSY3,NO OBJECTION,Y,Y,N,Y,F,F,6/24/2021,,100LL A1+,MAJOR,MAJOR,HIGH/LOW,HIGH/LOW,,SS-SR,Y,122.95,,N,CG,Y,,1,4,35,,,4,,52571,,13321,,5071,178,12/31/2020,3RD PARTY SURVEY,2/7/2020,3RD PARTY SURVEY,2/7/2020,,"HGR,TIE","AFRT,AVNCS,CHTR,RNTL",Y-L,KCLE,Medium,
117,17818.*A,AIRPORT,DAY,3/24/2022,AGL,DET,OH,OHIO,MONTGOMERY,OH,DAYTON,JAMES M COX DAYTON INTL,PU,PU,"CITY OF DAYTON, OHIO",101 W 3RD ST,"DAYTON, OH 45402-1859",937-333-3600,GILBERT TURNER,3600 TERMINAL DR STE 300,"VANDALIA, OH 45377-1095",937-454-8202,39.90225222,-84.21941222,039-54-08.1100N,143648.1080N,084-13-09.8800W,0303189.8840W,E,1009.1,S,06W,2020,,CINCINNATI,9,N,4200,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,DAY,DAYTON,,1-800-WX-BRIEF,,,,DAY,Y,10/1/1937,O,I B S 05/1973,NGPRSY,NO OBJECTION,N,Y,N,Y,F,F,7/1/2021,,100 A,MAJOR,MAJOR,NONE,HIGH,SS-SR,SS-SR,Y,122.95,,N,CG,N,,13,10,11,0,0,0,0,11226,,10586,1700,10432,791,12/31/2020,3RD PARTY SURVEY,1/22/2020,3RD PARTY SURVEY,1/22/2020,,HGR,"AFRT,AVNCS,CARGO,CHTR,INSTR,RNTL,SALES",Y-L,KDAY,Small,
118,17786.*A,AIRPORT,LCK,3/24/2022,AGL,DET,OH,OHIO,FRANKLIN,OH,COLUMBUS,RICKENBACKER INTL,PU,PU,COLUMBUS RGNL AIRPORT AUTHORITY,4600 INTERNATIONAL GTWY,"COLUMBUS, OH 43219-1779",614-239-4000,CHARLES J GOODWIN,7250 STAR CHECK DR,"COLUMBUS, OH 43217-1025",614-409-3636,39.81377778,-82.92780556,039-48-49.6000N,143329.6000N,082-55-40.1000W,0298540.1000W,E,743.9,S,07W,2010,,CINCINNATI,10,S,4342,ZID,ZCI,INDIANAPOLIS,ZID,ZCI,INDIANAPOLIS,N,DAY,DAYTON,,1-800-WX-BRIEF,,,,LCK,Y,7/1/1943,O,I B S 01/2005,NPY,NO OBJECTION,N,Y,N,Y,F,F,8/23/2021,,100LL A A++,MAJOR,MAJOR,,,,SS-SR,Y,122.95,,N,CG,Y,,4,,0,0,,28,,13317,,,0,4657,2953,12/31/2020,3RD PARTY SURVEY,1/19/2017,3RD PARTY SURVEY,1/19/2017,,"HGR,TIE","INSTR,RNTL",Y-L,KLCK,Non-Hub,
